Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Acorde: Dulce (product.metafields.custom.acorde_dulce),c_f.product_card_marquee (product.metafields.custom.c_f_product_card_marquee),Género (product.metafields.custom.genero),Notas de salida (product.metafields.custom.notas_de_salida),Tamaño (product.metafields.custom.tamano),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Ocasión (product.metafields.shopify.occasion),Aroma (product.metafields.shopify.scent),Estación (product.metafields.shopify.season),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
samah-pearl-riiffs-perfume-floral-afrutado-femenino-de-lujo,Samah Pearl Riiffs | Perfume Floral Afrutado Femenino de Lujo,"<h3>La Gracia Luminosa: Samah Pearl</h3>
<p> </p>
<p><b>Samah Pearl</b> es una fragancia que encapsula la gracia y el encanto exótico en un solo frasco. Este <b>Extrait de Parfum femenino</b> es una composición radiante que juega con el contraste, resultando a la vez lúdica y serena, fresca y profundamente intensa. Está diseñado para la mujer que abraza su individualidad con confianza y viste su feminidad con una elegancia moderna y suave.</p>
<p> </p>
<h4>Notas Olfativas: Un Encuentro Exótico y Romántico</h4>
<p> </p>
<ul>
<li>
<p><b>Notas de Salida (El Toque Exuberante):</b> Una apertura fresca, especiada y exótica que cautiva al instante. El <b>Rambután</b> aporta una dulzura frutal inusual, similar al lichi, jugosa y tropical. El <b>Pomelo</b> (toronja) le da un borde cítrico chispeante y limpio, mientras que la <b>Nuez Moscada</b> introduce una sutil especia cálida que le confiere intriga y profundidad desde el primer momento.</p>
</li>
<li>
<p><b>Notas de Corazón (El Corazón Floral Real):</b> El alma del perfume florece en un bouquet romántico y profundo. La majestuosa <b>Rosa Búlgara</b> ofrece una riqueza floral intensa y aterciopelada. Esta se equilibra con la frescura ligeramente verde y dulce de la <b>Grosella Negra</b> (Cassis) y la suavidad delicada de la <b>Peonía</b>. Es un corazón que evoca jardines de ensueño y feminidad sofisticada.</p>
</li>
<li>
<p><b>Notas de Fondo (La Base Aterciopelada y Cálida):</b> El secado se adentra en un abrazo profundo y duradero, como un atardecer cálido. El <b>Caramelo</b> se funde en la piel con una dulzura suave y adictiva. El <b>Incienso</b> añade un toque ahumado y misterioso, mientras que la mezcla de <b>Maderas Preciosas</b>, <b>Sándalo</b> y <b>Almizcle Blanco</b> crea una base cremosa, elegante y excepcionalmente duradera.</p>
</li>
</ul>
<p> </p>
<h4>Longevidad y Ocasión de Uso</h4>
<p> </p>
<ul>
<li>
<p><b>Tipo de Concentración:</b> Extrait de Parfum (Alta concentración, máximo impacto).</p>
</li>
<li>
<p><b>Longevidad:</b> <b>Muy buena</b> (Notable duración que perdura durante el día y la noche).</p>
</li>
<li>
<p><b>Ocasión de Uso:</b> Por su equilibrio entre notas frescas, florales y cálidas, es perfecta para <b>todas las estaciones</b>. Ideal para un uso <b>diario elegante</b> o para <b>citas y eventos nocturnos</b>, donde su base de caramelo e incienso brillará con mayor sensualidad.</p>
</li>
</ul>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Perfume,"Fragancia para mujer, mujer, Perfumes mujer, Riiffs",true,Tamaño,100 ml,,,,,,,,,0.0,shopify,10,deny,manual,31.00,,true,true,100.0,ml,1,ml,'6297001574102,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/SamahPearlRiiffs-1.png?v=1761778658,1,"",false,,"Descubre Samah Pearl de Riiffs. Una fragancia femenina elegante con notas de rosa, caramelo y frutas exóticas. Lujo suave y duradero. ¡Compra ya!",479,,,,,,,,,,,,,,,,,,,ocasion-especial; diario,,primavera; verano; invierno; otono,,,,,,,kg,,17.00,active
samah-pearl-riiffs-perfume-floral-afrutado-femenino-de-lujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/SamahPearlRiiffs-1_1.png?v=1761778659,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samah-ruby-riiffs-extrait-de-parfum-floral-dulce-oriental-unisex,Samah Ruby Riiffs | Extrait de Parfum Floral Dulce Oriental Unisex,"<h3>El Encanto Radiante del Rubí: Samah Ruby</h3>
<p> </p>
<p><b>Samah Ruby</b> es más que un perfume; es una joya líquida que celebra la autoexpresión radiante y el glamour moderno. Este <b>Extrait de Parfum unisex</b> captura la esencia de una personalidad magnética, equilibrando una dulzura juguetona con una elegancia profundamente refinada. Es el aroma perfecto para quienes irradian confianza y buscan un aura sofisticada y cautivadora, dejando una huella de carisma y seguridad a cada paso.</p>
<p> </p>
<h4>Notas Olfativas: Un Ballet de Flores, Frutas y Caramelo</h4>
<p> </p>
<ul>
<li>
<p><b>Notas de Salida (La Efervescencia Luminosa):</b> El comienzo es una explosión vibrante de cítricos y dulzura. La <b>Bergamota</b> y la <b>Naranja</b> aportan un brillo efervescente que despeja la mente. El <b>Azafrán</b> añade un toque especiado y lujoso, mientras que la <b>Grosella Negra</b> (Cassis) introduce una acidez frutal intensa. Finalmente, una nota tentadora de <b>Caramelo</b> se anuncia, preparando el escenario para un corazón deliciosamente dulce.</p>
</li>
<li>
<p><b>Notas de Corazón (El Corazón Floral Elegante):</b> El corazón es intensamente floral, femenino y delicado. El exquisito <b>Jazmín</b> se despliega con su aroma embriagador y ligeramente dulce. La <b>Violeta</b> complementa con un toque atalcado y romántico, creando un bouquet central que es elegante, limpio y sorprendentemente carismático.</p>
</li>
<li>
<p><b>Notas de Fondo (La Base Aterciopelada y Duradera):</b> El cierre se asienta en una base oriental rica y sensual que garantiza una longevidad excepcional. El <b>Ámbar</b> proporciona una calidez dorada y envolvente. El <b>Musgo de Roble</b> y el <b>Cashmeran</b> añaden profundidad amaderada y un efecto aterciopelado, mientras que el <b>Almizcle</b> envuelve el conjunto con una sensualidad limpia y persistente.</p>
</li>
</ul>
<p> </p>
<h4>Longevidad y Ocasión de Uso</h4>
<p> </p>
<ul>
<li>
<p><b>Tipo de Concentración:</b> Extrait de Parfum (Máxima potencia aromática).</p>
</li>
<li>
<p><b>Longevidad:</b> <b>Excelente</b> (Proyección notable y larga duración).</p>
</li>
<li>
<p><b>Ocasión de Uso:</b> Su combinación de dulzura, floralidad y calidez lo hace increíblemente <b>versátil</b>. Es ideal para el <b>día</b> por su brillo y para la <b>noche</b> por su base sensual. Perfecto para el trabajo, eventos sociales o cualquier momento en el que desees sentirte radiante y dejar una estela memorable.</p>
</li>
</ul>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Perfume,"fragancia unisex, Riiffs, Unisex",true,Tañano,100 ml,,,,,,,,,0.0,shopify,10,deny,manual,31.00,,true,true,100.0,ml,1,ml,'6297001574126,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/SamahRuby-1.png?v=1761778788,1,"",false,,"Samah Ruby de Riiffs: Un Extrait de Parfum unisex que equilibra caramelo, jazmín y ámbar. Glamour moderno, estela inolvidable. ¡Brilla con carisma!",479,,,,,,,,,,,,,,,,,,,diario; ocasion-especial,,otono; primavera; verano,,,,,,,kg,,17.00,active
samah-ruby-riiffs-extrait-de-parfum-floral-dulce-oriental-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/SamahRuby-1_1.png?v=1761778788,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samah-royale-riiffs-extrait-de-parfum-unisex-dulce-y-cautivador,Samah Royale Riiffs | Extrait de Parfum Unisex Dulce y Cautivador,"<h3>Captura la Realeza: Samah Royale, Tu Corona Olfativa</h3>
<p> </p>
<p>¿Estás listo para llevar una fragancia que no solo se percibe, sino que se <i>siente</i>? <b>Samah Royale</b> es una declaración de audacia y sofisticación. Este <b>Extrait de Parfum unisex</b> es la esencia del lujo moderno, equilibrando una dulzura juguetona con una riqueza oriental y envolvente. Es para almas que viven con intensidad, aman sin reservas y buscan dejar una estela magnética de elegancia y confianza a su paso. Samah Royale es tu pasaporte a un mundo de opulencia, un aroma que te envuelve en un manto de indulgencia radiante.</p>
<p> </p>
<h4>Notas Olfativas: Un Viaje Gourmand y Suntuoso</h4>
<p> </p>
<ul>
<li>
<p><b>Notas de Salida (El Destello Inicial):</b> Una apertura vibrante y adictiva que seduce al instante. La <b>Naranja Sanguina</b> estalla con un cítrico jugoso y chispeante, que se funde con la refrescante dulzura acuosa del <b>Melón</b>. Un toque de <b>Caramelos</b> envuelve esta salida frutal con una capa gourmand, anticipando la riqueza que está por venir. Es un cóctel energético y dulce, imposible de ignorar.</p>
</li>
<li>
<p><b>Notas de Corazón (El Alma Magnética):</b> El corazón se profundiza hacia un elixir embriagador y afrutado. La dulzura concentrada de los <b>Frutos Secos</b> y el exótico aroma tropical del <b>Maracuyá</b> (Fruta de la Pasión) crean una textura aterciopelada y densa. El <b>Ámbar</b> comienza a calentar la composición, añadiendo una sensualidad dorada que le confiere cuerpo y magnetismo.</p>
</li>
<li>
<p><b>Notas de Fondo (La Estela Duradera):</b> La base es un anclaje de lujo y persistencia. El <b>Sándalo Africano</b> ofrece una calidez cremosa y amaderada, mientras que la <b>Vainilla</b> se despliega en su forma más rica y envolvente. Finalmente, el <b>Ámbar Gris</b> aporta una profundidad mineral, suave y duradera, que sella la fragancia con una estela sofisticada, inolvidable y verdaderamente adictiva.</p>
</li>
</ul>
<p> </p>
<h4>Longevidad y Ocasión de Uso</h4>
<p> </p>
<ul>
<li>
<p><b>Tipo de Concentración:</b> Extrait de Parfum (Alta concentración, máxima fijación).</p>
</li>
<li>
<p><b>Longevidad:</b> <b>Excepcional</b> (Larga duración garantizada).</p>
</li>
<li>
<p><b>Ocasión de Uso:</b> Gracias a su intensidad y calidez, Samah Royale brilla en <b>tardes y noches</b>. Es la elección perfecta para <b>ocasiones especiales</b>, eventos formales, citas románticas o cuando simplemente deseas que tu presencia sea la más memorable en cualquier habitación. Su carácter unisex lo hace versátil para la persona que busca un aroma potente en cualquier estación.</p>
</li>
</ul>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Perfume,"Riiffs, Unisex",true,Tamaño,100 ml,,,,,,,,,0.0,shopify,13,deny,manual,31.00,,true,true,100.0,ml,1,ml,'6297001574119,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Samah_Royale_Riiffs-_1.png?v=1761777195,1,"",false,,"Descubre Samah Royale de Riiffs. Un Extrait de Parfum opulento y adictivo con notas de caramelo, ámbar y sándalo. Vive el lujo gourmand unisex. ¡Cómpralo ya!",479,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.00,active
samah-royale-riiffs-extrait-de-parfum-unisex-dulce-y-cautivador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/SamahRoyaleRiiffs-2.png?v=1761777183,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
badria-asdaaf-perfume-unisex-floral-frutal-lujo-oriental-edp,Badria Asdaaf: Perfume Unisex Floral-Frutal | Lujo Oriental EDP,"<h3>Badria de Asdaaf - Eau de Parfum Unisex 100ml</h3>
<p><strong>Badria</strong> de Asdaaf es un Eau de Parfum unisex de la familia olfativa Floral Frutal Oriental. Esta fragancia presenta una composición con notas frutales, florales y amaderadas.</p>
<h4>Notas Olfativas</h4>
<ul>
<li>
<strong>Notas de Salida:</strong> Notas frutales y cítricas crean una apertura fresca y jugosa.</li>
<li>
<strong>Notas de Corazón:</strong> Notas florales y dulces forman el corazón de la fragancia.</li>
<li>
<strong>Notas de Fondo:</strong> Maderas, Ámbar y Almizcle proporcionan una base cálida y oriental.</li>
</ul>
<h4>Características del Producto</h4>
<ul>
<li>
<strong>Familia Olfativa:</strong> Floral Frutal Oriental</li>
<li>
<strong>Género:</strong> Unisex</li>
<li>
<strong>Concentración:</strong> Eau de Parfum</li>
<li>
<strong>Presentación:</strong> 100ml</li>
<li>
<strong>Marca:</strong> Asdaaf</li>
<li>
<strong>Ocasión recomendada:</strong> Uso diario, ocasiones especiales</li>
<li>
<strong>Temporada:</strong> Todo el año</li>
</ul>
<p><strong>Modo de uso:</strong> Aplicar sobre la piel limpia en puntos de pulso.</p>",Asdaaf,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Asdaaf, Unisex",true,Tamaño,100ml,,,,,,,,,0.0,shopify,10,deny,manual,29.50,36.50,true,true,100.0,ml,1,ml,'6290362345190,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Badria_Asdaaf-1.png?v=1761769348,1,"",false,Badria Asdaaf 100ml - Eau de Parfum Floral Frutal Oriental Unisex,"Badria de Asdaaf 100ml - Eau de Parfum Unisex con notas frutales, florales y amaderadas. Fragancia floral frutal oriental elegante.",479,,,,,,,,,,,,,,,,,,,ocasion-especial; diario,,invierno; verano; primavera; otono,,,,,,,kg,,12.00,active
badria-asdaaf-perfume-unisex-floral-frutal-lujo-oriental-edp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Badria_Asdaaf-2.png?v=1761769349,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miss-laverne-riyadh-fragancia-floral-y-elegante-laverne-edp,Miss Laverne Riyadh: Fragancia Floral y Elegante | Laverne EDP,"<h3>Miss Laverne de Riyadh - Eau de Parfum Femenino 100ml</h3><p><strong>Miss Laverne</strong> de Riyadh (Laverne) es un Eau de Parfum femenino de la familia olfativa Floral. Esta fragancia presenta una composición elegante con notas de azahar, rosa y cachemira.</p><h4>Notas Olfativas</h4><ul>
<li>
<strong>Notas de Salida:</strong> Azahar, notas cítricas y florales crean una apertura fresca y luminosa.</li>
<li>
<strong>Notas de Corazón:</strong> Rosa, notas florales blancas y dulces forman el corazón de la fragancia.</li>
<li>
<strong>Notas de Fondo:</strong> Cachemira, Almizcle y maderas proporcionan una base suave y elegante.</li>
</ul><h4>Características del Producto</h4><ul>
<li>
<strong>Familia Olfativa:</strong> Floral</li>
<li>
<strong>Género:</strong> Femenino</li>
<li>
<strong>Concentración:</strong> Eau de Parfum</li>
<li>
<strong>Presentación:</strong> 100ml</li>
<li>
<strong>Marca:</strong> Laverne (Riyadh)</li>
<li>
<strong>Ocasión recomendada:</strong> Uso diario, eventos formales</li>
<li>
<strong>Temporada:</strong> Todo el año</li>
</ul><p><strong>Modo de uso:</strong> Aplicar sobre la piel limpia en puntos de pulso.</p>",Riyadh,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Riyadh,true,Tamaño,100ml,,,,,,,,,0.0,shopify,10,deny,manual,69.00,,true,true,100.0,ml,1,ml,'6287042280933,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/LaverneMissLaverneRiyadh-1.png?v=1761769202,1,"",false,Miss Laverne Riyadh 100ml - Eau de Parfum Floral Elegante,"Miss Laverne de Riyadh 100ml - Eau de Parfum Femenino con notas de Azahar, Rosa y Cachemira. Fragancia floral elegante y sofisticada.",479,,,,,,,,,,,,,,,,,,floral,diario; ocasion-especial,,invierno; otono; primavera; verano,femenino,,,,,,kg,,45.64,active
miss-laverne-riyadh-fragancia-floral-y-elegante-laverne-edp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/LaverneMissLaverneRiyadh-2.png?v=1761769202,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
musk-garden-laverne-edp-almizcle-floral-frutal-fresco-y-elegante,"Musk Garden Laverne EDP: Almizcle Floral Frutal, Fresco y Elegante","<h3>Musk Garden de Laverne (Riyadh) - Eau de Parfum Unisex 100ml</h3><p><strong>Musk Garden</strong> de Laverne (Riyadh) es un Eau de Parfum unisex de la familia olfativa Almizclada Floral Frutal. Esta fragancia presenta una composición fresca con notas de ruibarbo, rosa y almizcle.</p><h4>Notas Olfativas</h4><ul>
<li>
<strong>Notas de Salida:</strong> Ruibarbo, notas frutales y verdes crean una apertura fresca y vibrante.</li>
<li>
<strong>Notas de Corazón:</strong> Rosa, notas florales y dulces forman el corazón de la fragancia.</li>
<li>
<strong>Notas de Fondo:</strong> Almizcle, maderas y notas suaves proporcionan una base sedosa y duradera.</li>
</ul><h4>Características del Producto</h4><ul>
<li>
<strong>Familia Olfativa:</strong> Almizclada Floral Frutal</li>
<li>
<strong>Género:</strong> Unisex</li>
<li>
<strong>Concentración:</strong> Eau de Parfum</li>
<li>
<strong>Presentación:</strong> 100ml</li>
<li>
<strong>Marca:</strong> Laverne (Riyadh)</li>
<li>
<strong>Ocasión recomendada:</strong> Uso diario, ocasiones informales</li>
<li>
<strong>Temporada:</strong> Primavera y Verano</li>
</ul><p><strong>Modo de uso:</strong> Aplicar sobre la piel limpia en puntos de pulso.</p>",Riyadh,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Riyadh, Unisex",true,Tamaño,100 ml,,,,,,,,,0.0,shopify,10,deny,manual,65.99,69.00,true,true,100.0,ml,1,ml,'6287042282845,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/LaverneMukGardenRiyadh-1.png?v=1761768577,1,"",false,Musk Garden Laverne Riyadh 100ml - Eau de Parfum Almizclado Floral,"Musk Garden de Laverne (Riyadh) 100ml - Eau de Parfum Unisex con notas de Ruibarbo, Rosa y Almizcle. Fragancia almizclada floral frutal fresca.",479,,,,,,,,,,,,,,,,,,,informal; diario,,primavera; verano,,,,,,,kg,,45.64,active
memory-laverne-perfume-unisex-frutal-floral-y-amaderado,"Memory Laverne Perfume Unisex: Frutal, Floral y Amaderado","<h4>Nubes Doradas en un Sueño Mágico: Memory by Laverne</h4>
<p><b>Memory</b> no es solo un perfume; es la banda sonora de los momentos que se aferran al alma. Diseñado para la personalidad <b>moderna y sofisticada</b>, este Eau de Parfum unisex se revela lentamente, como una melodía que evoca los recuerdos más preciados. Es la esencia de un carisma especial, creando una estela inolvidable que te hace sentir presente incluso después de haber partido. Una fragancia que no pasa desapercibida, creada para quienes buscan dejar una huella en la memoria de los demás.</p>
<h4> Un Viaje Olfativo Sensorial</h4>
<p>La compleja y adictiva composición de Memory te invita a un recorrido a través de capas perfectamente equilibradas:</p>
<ul>
<li>
<p><b>Notas de Salida (El Primer Impacto):</b> Una explosión de <b>frescura frutal</b> luminosa y elegante. Sentirás la jugosidad vibrante de la <b>Manzana</b> y la <b>Ciruela</b>, realzada por el toque cítrico de la <b>Bergamota</b>. La dulzura delicada de la <b>Uva</b> y la nota verde y ligeramente floral del <b>Lirio de los Valles</b> construyen una apertura adictiva y chispeante.</p>
</li>
<li>
<p><b>Notas de Corazón (El Alma de la Fragancia):</b> El corazón es un bouquet <b>floral sofisticado</b> que aporta cuerpo y profundidad. La majestuosa <b>Rosa</b>, el cremoso <b>Jazmín</b> y la terrosa <b>Iris</b> se entrelazan con la calidez seca de maderas nobles como el <b>Cedro</b> y el <b>Sándalo</b>. Es el núcleo donde reside la elegancia atemporal del perfume.</p>
</li>
<li>
<p><b>Notas de Fondo (La Estela Duradera):</b> Una base <b>cálida, envolvente y moderna</b> que garantiza una longevidad excepcional. El suave y limpio <b>Almizcle Blanco</b> se fusiona con el dulzor resinosa del <b>Ámbar</b> y el matiz profundo y terroso del <b>Pachulí</b>. Este fondo poderoso y seductor es el ""carisma"" especial que permanece en el recuerdo.</p>
</li>
</ul>
<h4> Longevidad y Ocasión de Uso</h4>
<ul>
<li>
<p><b>Longevidad:</b> Gracias a su rica base de almizcle y maderas, Memory ofrece una <b>longevidad de moderada a duradera</b> y una estela que se proyecta notablemente, asegurando que tu aroma te acompañe durante horas.</p>
</li>
<li style=""text-align: left;"">
<b>Ocasión:</b> Aunque es una fragancia con carácter para <b>uso diario</b>, su sofisticación y calidez la hacen perfecta también para <b>eventos especiales</b> o <b>tardes/noches</b> donde quieras destacar. Es ideal para todas las estaciones.<b></b><b></b><b></b>
<h3 style=""text-align: left;"">
<b>¡No dejes que tu presencia se desvanezca!</b> </h3>
<br>
</li>
</ul>",Riyadh,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Riyadh, Unisex",true,Tamaño,100ml,,,,,,,,,0.0,shopify,10,deny,manual,69.00,,true,true,100.0,ml,1,ml,'6287042280131,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/LavernememoryRiyadh-1.png?v=1761768194,1,"",false,,"Captura la esencia de los momentos inolvidables. Memory de Laverne: fragancia unisex con notas de manzana, rosa y almizcle blanco. ¡Carisma único!",479,,,,,,,,,,,,,,,,,,,diario; ocasion-especial,,invierno; primavera; verano; otono,,,,,,,kg,,46.00,active
hawas-malibu-rasasi-pina-iris-y-haba-tonka-aromatico-fresco-edp,"Hawas Malibu Rasasi: Piña, Iris y Haba Tonka | Aromático Fresco EDP","<h3>Hawas Malibu de Rasasi - Eau de Parfum Unisex 100ml</h3><p><strong>Hawas Malibu</strong> de Rasasi es un Eau de Parfum unisex de la familia olfativa Aromática Frutal. Esta fragancia presenta una composición fresca con notas de piña, iris y haba tonka.</p><h4>Notas Olfativas</h4><ul>
<li>
<strong>Notas de Salida:</strong> Piña, notas cítricas y frutales crean una apertura tropical y jugosa.</li>
<li>
<strong>Notas de Corazón:</strong> Iris, Lavanda y notas aromáticas forman el corazón de la fragancia.</li>
<li>
<strong>Notas de Fondo:</strong> Haba Tonka, Cachemira y maderas proporcionan una base cálida y dulce.</li>
</ul><h4>Características del Producto</h4><ul>
<li>
<strong>Familia Olfativa:</strong> Aromática Frutal</li>
<li>
<strong>Género:</strong> Unisex</li>
<li>
<strong>Concentración:</strong> Eau de Parfum</li>
<li>
<strong>Presentación:</strong> 100ml</li>
<li>
<strong>Marca:</strong> Rasasi</li>
<li>
<strong>Ocasión recomendada:</strong> Uso diario, clima cálido</li>
<li>
<strong>Temporada:</strong> Primavera y Verano</li>
</ul><p><strong>Modo de uso:</strong> Aplicar sobre la piel limpia en puntos de pulso.</p>",Rasasi,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Rasasi,true,Tamaño,100ml,,,,,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,100.0,ml,1,ml,'614514331071,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/HawasMalibu_Rsasi-1.png?v=1761767999,1,"",false,Hawas Malibu Rasasi 100ml - Eau de Parfum Aromático Frutal Tropical,"Hawas Malibu de Rasasi 100ml - Eau de Parfum Unisex con notas de Piña, Iris, Lavanda y Haba Tonka. Fragancia aromática frutal fresca y tropical.",479,,,,,,,,,,,,,,,,,,,diario; informal; ocasion-especial,,verano; primavera,,,,,,,kg,,36.00,active
hawas-malibu-rasasi-pina-iris-y-haba-tonka-aromatico-fresco-edp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/HawasMalibuRsasi-2.png?v=1761767999,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawas-kobra-rasasi-jengibre-canela-y-te-verde-amaderado-aromatico,"Hawas Kobra Rasasi: Jengibre, Canela y Té Verde | Amaderado Aromático","<h3>Hawas Kobra de Rasasi - Eau de Parfum Masculino 100ml</h3><p><strong>Hawas Kobra</strong> de Rasasi es un Eau de Parfum masculino de la familia olfativa Amaderada Aromática. Esta fragancia presenta una composición con notas de jengibre, canela y té verde.</p><h4>Notas Olfativas</h4><ul>
<li>
<strong>Notas de Salida:</strong> Jengibre, Neroli y notas especiadas crean una apertura fresca y picante.</li>
<li>
<strong>Notas de Corazón:</strong> Canela, Té Verde y especias forman el corazón aromático de la fragancia.</li>
<li>
<strong>Notas de Fondo:</strong> Maderas, Ámbar y Almizcle proporcionan una base cálida y duradera.</li>
</ul><h4>Características del Producto</h4><ul>
<li>
<strong>Familia Olfativa:</strong> Amaderada Aromática</li>
<li>
<strong>Género:</strong> Masculino</li>
<li>
<strong>Concentración:</strong> Eau de Parfum</li>
<li>
<strong>Presentación:</strong> 100ml</li>
<li>
<strong>Marca:</strong> Rasasi</li>
<li>
<strong>Ocasión recomendada:</strong> Uso diario, eventos formales</li>
<li>
<strong>Temporada:</strong> Todo el año</li>
</ul><p><strong>Modo de uso:</strong> Aplicar sobre la piel limpia en puntos de pulso.</p>",Rasasi,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Rasasi,true,Tamaño,100ml,,,,,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,100.0,ml,1,ml,'614514331064,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/HawasKobraRsasi-1.png?v=1761767643,1,"",false,Hawas Kobra Rasasi 100ml - Eau de Parfum Amaderado Aromático,"Hawas Kobra de Rasasi 100ml - Eau de Parfum Masculino con notas de Jengibre, Canela, Té Verde y Ámbar. Fragancia amaderada aromática oriental.",479,,,,,,,,,,,,,,,,,,,ocasion-especial,,otono; invierno; primavera,,,,,,,kg,,36.00,active
